brand,category-1,category-2,category-3,co2_total,colour,fabric_type,ftp_acrylic,ftp_cotton,ftp_elastane,ftp_linen,ftp_other,ftp_polyamide,ftp_polyester,ftp_polypropylene,ftp_silk,ftp_viscose,ftp_wool,gender,label,made_in,season,size,unspsc_code,weight
b66,menswear,uniform,costume,13.74,green,K,,33.0,17.0,10.0,,,24.0,4.0,,,10.0,M,,CN,,XL,,0.49700000000000005
b76,menswear,uniform,gloves,11.72,wheat,K,1.0,,,,,,,,,2.0,94.0,M,,HK,MID,XXL,,
b64,baby,baby,body,0.33,bondi blue,K,,2.0,9.0,60.0,,,10.0,,,7.0,9.0,,,CN,,XS,,
b67,clothing,home,towel,23.55,gold,K,3.0,,5.0,,6.0,76.0,,2.0,,3.0,2.0,K,,VN,,XS,,
b103,home,home,mat,61.91,maroon,K,,,3.0,,12.0,,9.0,,,18.0,55.0,,,PK,,L,,
b103,womenswear,accessory,backpack,26.9,lime,K,,5.0,12.0,1.0,19.0,18.0,41.0,,,,,W,,TW,,M,,0.868
b112,baby,footwear,socks,0.83,teal,K,3.0,56.0,9.0,4.0,,,7.0,8.0,2.0,8.0,,,,CN,,L,,
b101,womenswear,women-sportswear,sport-bra,1.71,mustard,K,,,,100.0,,,,,,,,W,,BD,,S,,0.07400000000000001
b86,home,home,mat,108.58,purple,W,3.0,,,7.0,,,,14.0,14.0,,59.0,,,CN,,S,,
b16,clothing,dress,evening-dress,15.57,neon,K,,94.0,,1.0,,1.0,,,,1.0,1.0,G,,KR,,XS,,0.321
b112,menswear,outerwear,gloves,4.92,maroon,K,4.0,,,63.0,12.0,7.0,,3.0,,1.0,6.0,M,,CN,WIN,S,,0.28600000000000003
b112,home,home,curtain,50.99,unbleached,W,,92.0,,,,1.0,,,1.0,,2.0,,,DE,,XXL,,
b125,kidswear,suit,coats,41.25,bondi blue,K,6.0,,,16.0,17.0,,34.0,10.0,,,15.0,B,,TR,AYR,M,,1.102
b112,menswear,suit,trousers,28.17,dark grey,K,,47.0,,13.0,,,18.0,,,,20.0,M,,PK,SUM,XL,,
b101,clothing,costume,coats,176.48,wheat,K,5.0,,3.0,80.0,2.0,4.0,4.0,,,,,K,,DE,WIN,XL,,6.625
b64,clothing,accessory,backpack,29.26,bondi blue,W,11.0,11.0,,,1.0,59.0,,,7.0,5.0,3.0,K,,US,,L,,
b23,kidswear,swimwear,swimsuit,1.49,dark green,K,,,,,20.0,,72.0,7.0,,,,Y,,CN,,L,,
b76,kidswear,costume,jacket,45.91,blue,W,5.0,,18.0,,8.0,32.0,20.0,,,,15.0,B,,TW,,XXL,,1.01
b131,baby,thermals,pants,1.17,purple,K,,36.0,,21.0,,6.0,,14.0,,,22.0,,,DE,,S,,
b67,baby,thermals,long-sleeved-top,1.89,wheat,K,,,3.0,8.0,,15.0,42.0,,9.0,7.0,13.0,,,US,,XS,,0.043
b89,womenswear,costume,coats,217.74,unbleached,W,15.0,,,7.0,13.0,,,6.0,,8.0,48.0,W,,CN,WIN,M,,5.723
b101,menswear,footwear,socks,0.5,blue gray,K,2.0,,4.0,84.0,,,4.0,,,,3.0,M,,CN,,S,,0.03
b103,womenswear,outerwear,coats,33.12,mustard,K,,6.0,,6.0,1.0,,,1.0,79.0,3.0,2.0,W,,DE,AYR,S,,
b131,clothing,costume,jacket,40.38,maroon,K,10.0,63.0,,,,,,8.0,12.0,,5.0,M,,VN,,XS,,0.797
b131,baby,thermals,long-sleeved-top,2.62,black,K,2.0,,3.0,,4.0,1.0,1.0,,82.0,2.0,2.0,,,CN,,L,,0.098
b95,home,home,sheets,9.43,silver,W,,,,96.0,1.0,1.0,,,,,,,,CN,,M,,0.669
b76,clothing,thermals,pants,1.22,grey,W,1.0,9.0,2.0,6.0,8.0,49.0,,,,6.0,16.0,B,,DE,,S,,0.027000000000000003
b17,baby,nightwear,pyjama,54.3,aquamarine,K,5.0,,,2.0,5.0,2.0,,2.0,,,81.0,,,VN,,XXL,,0.706
b17,womenswear,women-undergarments,panties,1.25,blue gray,K,,,7.0,7.0,1.0,72.0,,,3.0,6.0,,W,,KR,,S,,0.032
b86,menswear,men-undergarments,boxer-brief,2.43,colourful,K,9.0,,9.0,46.0,,,,11.0,14.0,1.0,7.0,M,,CN,,XS,,0.10400000000000001
b95,clothing,uniform,gloves,7.05,orange,K,1.0,17.0,,,15.0,,,,33.0,,31.0,K,,PK,AYR,XL,,
b124,home,home,curtain,53.27,lime,K,,54.0,,,11.0,13.0,11.0,,,,9.0,,,IN,,XXL,,
b16,kidswear,footwear,socks,1.36,mustard,K,,31.0,,6.0,20.0,,18.0,,,,22.0,K,,ES,,M,,0.031
b124,womenswear,home,sheets,15.68,purple,K,,,2.0,87.0,,3.0,,,1.0,3.0,,W,,KR,,L,,0.643
b95,home,home,curtain,29.54,purple,K,,55.0,,6.0,,,10.0,,19.0,,8.0,,,CN,,M,,0.998
b17,kidswear,swimwear,swimsuit,1.17,colourful,K,,,1.0,95.0,,1.0,1.0,,,,,Y,,CN,,XL,,
b76,baby,outerwear,coats,125.59,red,K,,,,71.0,8.0,7.0,11.0,,1.0,,,,,DE,WIN,S,,
b64,home,home,towel,61.42,light grey,K,,1.0,,,1.0,,3.0,,2.0,,91.0,,,TR,,XXL,,0.745
b66,home,home,curtain,27.55,peach,W,7.0,1.0,1.0,5.0,,3.0,2.0,,74.0,5.0,,,,CN,,XXL,,
b125,kidswear,nightwear,pyjama,4.01,neon,K,,2.0,16.0,7.0,,,52.0,,,21.0,,K,,CN,,XL,,
b103,home,home,curtain,5.88,mustard,K,,,3.0,3.0,2.0,4.0,77.0,,9.0,,,,,CN,,XXL,,
b124,kidswear,dress,evening-dress,25.78,unbleached,K,,93.0,,,,,1.0,,1.0,1.0,,K,,US,,M,,
b124,clothing,sportswear,top,2.2,navy,K,1.0,,,,,2.0,95.0,,,,,M,,CN,,L,,0.099
b67,home,home,pillow,9.07,lime,W,,,4.0,,3.0,,,3.0,,2.0,84.0,,,CN,,XXL,,
b131,kidswear,costume,coats,45.52,purple,K,,14.0,7.0,46.0,,6.0,7.0,,2.0,,15.0,B,,DE,AYR,S,,
b16,home,home,pillow,5.86,metal,K,,1.0,,,9.0,23.0,40.0,,24.0,,,,,ES,,S,,
b95,clothing,dress,evening-dress,4.51,black,K,,12.0,,60.0,,,,,,19.0,7.0,G,,CN,,S,,0.2
b125,menswear,suit,gloves,3.82,pink,K,14.0,6.0,,36.0,,33.0,,,,,10.0,M,,CN,AYR,XL,,
b103,kidswear,swimwear,swimsuit,2.57,blue gray,K,,,,,21.0,6.0,72.0,,,,,Y,,HK,,M,,0.08800000000000001
b112,menswear,undergarments,underpants,0.54,brown,K,1.0,,,,,,92.0,1.0,,5.0,,M,,CN,,XL,,0.023
b125,clothing,clothing,knitwear,25.81,dark green,K,,,16.0,,,17.0,,,56.0,,9.0,K,,CN,AYR,XL,,
b16,baby,footwear,socks,1.02,violet,K,,4.0,2.0,5.0,,79.0,,3.0,,4.0,1.0,,,HK,,XS,,
b89,menswear,outerwear,jacket,100.79,blue gray,K,,3.0,1.0,6.0,1.0,4.0,5.0,,6.0,,71.0,M,,US,,XL,,
b112,home,home,curtain,29.75,lime,K,,,,18.0,1.0,,17.0,,36.0,,25.0,,,CN,,S,,
b67,clothing,uniform,jacket,33.29,light grey,W,7.0,47.0,,8.0,9.0,4.0,,10.0,10.0,,,G,,KR,,XS,,
b23,clothing,accessory,backpack,19.93,yellow,W,11.0,67.0,,,,,11.0,,5.0,,4.0,M,,CN,,M,,0.634
b66,kidswear,footwear,socks,1.16,blue,K,5.0,,8.0,4.0,3.0,,7.0,7.0,2.0,,60.0,K,,KR,,XS,,0.017
b66,clothing,undergarments,briefs,4.95,light brown,K,1.0,,1.0,,,2.0,,,91.0,,,M,,TW,,M,,
b76,clothing,footwear,socks,0.81,blue,K,,61.0,,,,11.0,13.0,2.0,,6.0,4.0,M,,CN,,XXL,,
b103,home,home,pillow,8.75,teal,K,19.0,16.0,,48.0,,,2.0,,,13.0,,,,IN,,XXL,,0.217
b89,menswear,clothing,snow-suit,181.89,violet,K,5.0,3.0,,4.0,5.0,4.0,2.0,6.0,64.0,2.0,,M,,DE,WIN,S,,4.512
b103,baby,nightwear,pyjama,6.25,blue,K,5.0,10.0,5.0,4.0,,64.0,,2.0,,8.0,,,,CN,,L,,0.231
b64,menswear,footwear,socks,2.84,blue gray,K,,,,5.0,5.0,3.0,6.0,3.0,,,76.0,M,,PK,,XXL,,
b131,kidswear,dress,dress,5.02,yellow,K,,,,,1.0,79.0,4.0,4.0,,3.0,7.0,B,,CN,,XL,,0.184
b101,clothing,sportswear,gloves,17.42,yellow,W,,,,23.0,,36.0,,,,40.0,,M,,KR,WIN,L,,
b16,menswear,outerwear,coats,74.84,silver,W,6.0,2.0,,5.0,,14.0,,21.0,39.0,,9.0,M,,TR,SUM,M,,
b66,clothing,sportswear,jersey,4.12,light brown,K,1.0,,,,,2.0,92.0,3.0,,,,Y,,CN,,XXL,,0.18600000000000003
b66,clothing,sportswear,gloves,3.22,violet,W,,,,,3.0,,72.0,13.0,,11.0,,U,,CN,MID,L,,
b17,clothing,swimwear,swimsuit,5.26,blue gray,K,7.0,,,,,50.0,24.0,17.0,,,,G,,DE,,L,,
b23,baby,nightwear,pyjama,28.01,gray,K,,,,1.0,,84.0,3.0,,4.0,2.0,3.0,,,IN,,XXL,,
b66,menswear,costume,dress,25.32,wheat,K,4.0,7.0,4.0,,,,,,2.0,6.0,75.0,M,,US,,L,,0.324
b112,home,home,towel,29.19,light brown,W,6.0,11.0,2.0,18.0,,36.0,3.0,,7.0,6.0,7.0,,,VN,,S,,0.669
b76,kidswear,sportswear,coats,24.69,violet,K,16.0,,12.0,,16.0,,39.0,15.0,,,,Y,,CN,AYR,XXL,,1.101
b112,menswear,footwear,socks,1.84,mustard,K,,4.0,2.0,4.0,,1.0,,4.0,4.0,,78.0,M,,CN,,XL,,
b89,baby,outerwear,jacket,28.8,metal,W,,47.0,,5.0,,4.0,1.0,14.0,12.0,,13.0,,,DE,,M,,
b142,baby,nightwear,pyjama,31.2,dark green,K,,,,,,,,,7.0,2.0,90.0,,,CN,,XL,,
b76,kidswear,uniform,jacket,34.04,orange,K,,,,34.0,11.0,26.0,,,7.0,16.0,4.0,B,,BD,,XXL,,
b125,menswear,thermals,knitwear,32.52,unbleached,K,,,11.0,7.0,,,60.0,,8.0,,11.0,M,,CN,AYR,M,,1.273
b16,menswear,sportswear,gloves,2.95,unbleached,K,,,1.0,99.0,,,,,,,,M,,CN,MID,XXL,,
b89,home,home,curtain,10.67,red,W,2.0,,2.0,3.0,,83.0,3.0,1.0,1.0,,,,,CN,,XL,,0.431
b16,baby,baby,body,0.43,dark green,K,,10.0,1.0,,,53.0,,11.0,16.0,8.0,,,,CN,,S,,
b101,clothing,sportswear,T-shirt,3.59,violet,K,,,,28.0,1.0,18.0,46.0,6.0,,,,B,,CN,,XXL,,
b142,menswear,clothing,top,2.61,silver,K,2.0,,,,,,,2.0,90.0,1.0,2.0,M,,CN,,XL,,
b125,kidswear,outerwear,trousers,25.95,black,W,5.0,1.0,,,1.0,,81.0,,,9.0,,G,,CN,AYR,L,,1.095
b67,clothing,suit,trousers,94.39,turquoise,W,,12.0,7.0,,3.0,,1.0,5.0,,,70.0,U,,PK,WIN,L,,
b17,menswear,home,curtain,26.49,golden,W,16.0,,3.0,7.0,,14.0,12.0,14.0,31.0,,,M,,CN,,XS,,
b125,clothing,swimwear,swimsuit,6.01,dark grey,K,26.0,,,,,,36.0,,,36.0,,G,,VN,,S,,0.11800000000000001
b89,womenswear,uniform,costume,26.84,metal,W,,4.0,4.0,4.0,,3.0,,2.0,82.0,,,W,,HK,,M,,0.621
b76,menswear,thermals,skirts,9.77,violet,K,7.0,61.0,7.0,8.0,5.0,2.0,2.0,4.0,,,,M,,CN,,XL,,
b103,menswear,thermals,trousers,30.89,violet,K,,64.0,,3.0,4.0,6.0,,,,7.0,13.0,M,,CN,AYR,XL,,
b125,womenswear,footwear,socks,0.93,yellow,K,,,4.0,,10.0,5.0,61.0,9.0,2.0,6.0,,W,,ES,,M,,0.027999999999999997
b76,home,home,mat,99.76,pink,K,2.0,3.0,,,3.0,75.0,5.0,3.0,2.0,,4.0,,,KR,,XL,,
b86,womenswear,clothing,jeans,10.67,aquamarine,K,,,12.0,,,54.0,6.0,15.0,2.0,,9.0,W,,CN,,XL,,0.392
b103,menswear,footwear,socks,0.28,Ivory,K,,,,97.0,,,,,,,,M,,CN,,L,,0.02
b124,kidswear,sportswear,trousers,34.76,navy,W,4.0,,2.0,76.0,6.0,,1.0,4.0,,3.0,,Y,,ES,WIN,XXL,,
b66,womenswear,hosiery,stockings,0.32,neon,K,,,8.0,14.0,22.0,4.0,36.0,,5.0,8.0,,W,,CN,,XS,,
b125,menswear,uniform,trousers,29.01,bondi blue,W,,,,,,,97.0,,1.0,,,M,,DE,WIN,XS,,
b89,baby,baby,body,0.8,brown,K,,3.0,,,3.0,76.0,,3.0,4.0,4.0,4.0,,,CN,,L,,0.03
b131,menswear,sportswear,hoodie,16.45,bondi blue,K,,,,,,52.0,47.0,,,,,M,,DE,,M,,
b64,kidswear,beachwear,jean-shorts,1.76,amber,W,,,29.0,,7.0,16.0,35.0,12.0,,,,Y,,CN,SUM,XL,,0.079
b64,womenswear,headgear,flat-cap,8.69,brown,K,,,,5.0,1.0,,,,1.0,4.0,86.0,W,,IT,,XL,,0.109
b17,clothing,undergarments,underpants,1.3,turquoise,K,,,2.0,12.0,,69.0,,1.0,,10.0,3.0,W,,BD,,M,,
b67,baby,nightwear,pyjama,5.1,dark grey,K,6.0,10.0,,8.0,,65.0,,,,,10.0,,,CN,,XXL,,
b112,menswear,outerwear,gloves,3.35,blue,W,4.0,40.0,14.0,,5.0,,,18.0,,17.0,,M,,CN,MID,XL,,0.12300000000000001
b86,baby,thermals,knitwear,17.01,aquamarine,K,,,1.0,,1.0,,95.0,1.0,,,,,,TW,SUM,XL,,0.485
b64,home,home,curtain,7.65,turquoise,K,,,,,,99.0,,,,,,,,CN,,L,,0.294
b67,clothing,costume,costume,22.56,green,W,2.0,,,3.0,2.0,,90.0,1.0,,,,M,,CN,,XS,,
b16,baby,nightwear,pyjama,8.74,orange,K,5.0,2.0,,1.0,,,5.0,13.0,,,71.0,,,CN,,XL,,0.192
b76,kidswear,swimwear,swimsuit,3.24,teal,K,6.0,,,1.0,,70.0,9.0,,,12.0,,Y,,CO,,L,,0.07400000000000001
b64,baby,baby,body,0.46,unknown,K,3.0,11.0,5.0,11.0,12.0,9.0,,,33.0,8.0,4.0,,,DE,,L,,
b101,menswear,men-undergarments,boxer-brief,5.31,black,K,,7.0,,,,47.0,15.0,,14.0,12.0,2.0,M,,US,,XL,,
b112,baby,baby,body,1.38,unknown,K,7.0,5.0,1.0,,5.0,,1.0,6.0,,7.0,65.0,,,US,,L,,
b64,womenswear,nightwear,pyjama,28.52,grey,K,,,,46.0,,,,,,,54.0,W,,CN,,L,,0.7909999999999999
b17,home,home,mat,10.67,grey,K,,41.0,3.0,3.0,38.0,12.0,,,,,,,,CN,,M,,
b125,clothing,outerwear,gloves,3.76,silver,W,,4.0,1.0,5.0,,,75.0,1.0,5.0,6.0,,B,,CN,AYR,S,,0.16699999999999998
b125,clothing,thermals,pants,1.02,wheat,K,,,,,,1.0,92.0,1.0,2.0,2.0,,U,,TR,,XL,,
b131,clothing,clothing,snow-suit,39.37,black,K,,,2.0,77.0,1.0,3.0,,,5.0,4.0,4.0,G,,CN,WIN,XS,,2.271
b76,menswear,costume,costume,14.85,light brown,W,6.0,,,87.0,1.0,,3.0,,,,,M,,US,,M,,
b131,home,home,mat,124.46,dark grey,K,,88.0,1.0,,,1.0,,3.0,,,4.0,,,TW,,XL,,
b86,kidswear,nightwear,pyjama,19.24,purple,K,,,,2.0,,,,1.0,94.0,,,G,,CN,,M,,0.7240000000000001
b103,menswear,suit,trousers,33.45,light grey,K,,7.0,14.0,,,34.0,21.0,8.0,5.0,,8.0,M,,CN,MID,XXL,,
b124,home,home,pillow,2.93,blue,W,,,14.0,4.0,1.0,10.0,,,58.0,11.0,,,,HK,,XS,,0.068
b66,baby,baby,body,0.58,blue gray,K,,11.0,10.0,14.0,9.0,,32.0,4.0,5.0,6.0,4.0,,,CN,,XS,,0.027000000000000003
b124,kidswear,swimwear,swimsuit,2.65,unbleached,K,11.0,,12.0,,,62.0,10.0,,,3.0,,G,,CN,,S,,0.096
b16,home,home,sheets,47.63,amber,K,,,4.0,3.0,,11.0,4.0,,,,76.0,,,CN,,XS,,1.021
b125,menswear,sportswear,top,1.89,orange,K,,,,26.0,4.0,61.0,,3.0,,5.0,,M,,CN,,XS,,
b64,menswear,undergarments,brief,2.64,wheat,K,,35.0,5.0,,7.0,18.0,12.0,,2.0,13.0,5.0,M,,CN,,XS,,
b64,womenswear,headgear,scarf,3.1,yellow,K,,,1.0,,,,1.0,1.0,92.0,,2.0,W,,CN,SUM,XL,,
b17,baby,baby,body,1.18,navy,K,1.0,92.0,,,1.0,,1.0,1.0,,1.0,,,,DE,,XS,,
b95,kidswear,costume,costume,15.47,grey,W,,3.0,,,,95.0,1.0,,,,,K,,CN,,L,,0.593
b95,kidswear,undergarments,underpants,0.94,dark green,K,7.0,,,5.0,3.0,48.0,13.0,,,9.0,11.0,Y,,TW,,M,,0.02
b95,home,home,towel,21.09,colourful,K,20.0,31.0,,,,1.0,9.0,6.0,,16.0,14.0,,,DE,,XS,,
b112,home,home,pillow,8.01,silver,W,,,,,,,,,1.0,,97.0,,,CN,,L,,
b64,kidswear,swimwear,swimsuit,2.72,light brown,K,,,,80.0,,,20.0,,,,,G,,KR,,L,,
b142,clothing,suit,coats,115.33,green,W,2.0,,,,9.0,,16.0,,53.0,,18.0,K,,US,MID,S,,
b16,kidswear,undergarments,underpants,0.97,pink,K,4.0,74.0,,4.0,,6.0,,5.0,,4.0,,G,,DE,,XS,,0.021
b17,womenswear,clothing,hoodie,6.98,gray,K,,1.0,,94.0,,,1.0,,,1.0,,W,,DE,,S,,
b95,baby,footwear,socks,0.49,dark grey,K,,,,74.0,5.0,,,5.0,3.0,11.0,,,,IN,,XL,,
b131,womenswear,dress,fancy-dress,12.8,violet,K,6.0,,8.0,,,14.0,,5.0,49.0,12.0,4.0,W,,CN,,M,,0.43700000000000006
b64,menswear,costume,trousers,71.1,dark grey,W,12.0,,,18.0,,,67.0,,1.0,,,M,,TR,WIN,M,,
b112,clothing,swimwear,swimsuit,2.41,mosaic,K,,,3.0,21.0,,29.0,45.0,,,,,G,,CN,,XL,,
b89,home,home,curtain,29.41,neon,K,,,3.0,,7.0,,10.0,1.0,,,77.0,,,TR,,XL,,
b95,womenswear,sportswear,jersey,11.59,amber,K,,,3.0,1.0,,91.0,,2.0,,1.0,,W,,KR,,XXL,,0.281
b66,baby,outerwear,coats,24.06,aquamarine,K,4.0,6.0,2.0,14.0,,,3.0,,8.0,8.0,52.0,,,CN,AYR,M,,
b103,womenswear,swimwear,swimsuit,5.16,aquamarine,K,15.0,,,,18.0,40.0,,9.0,,17.0,,W,,VN,,M,,
b124,clothing,accessory,backpack,24.24,mosaic,K,,87.0,,3.0,3.0,,,,3.0,,2.0,G,,CN,,XS,,
b17,menswear,costume,trousers,9.3,natural,W,,,1.0,91.0,,,,1.0,2.0,1.0,2.0,M,,CN,AYR,S,,
b101,home,home,sheets,43.1,neon,K,,37.0,23.0,,,,,,13.0,,26.0,,,DE,,XXL,,
b103,baby,outerwear,pants,0.51,black,K,,22.0,6.0,,23.0,,48.0,,,,,,,CN,,L,,
b67,menswear,accessory,backpack,38.38,brown,K,,3.0,,7.0,3.0,2.0,9.0,3.0,61.0,8.0,,M,,CN,,XL,,
b16,menswear,suit,jacket,18.13,gold,W,,4.0,,9.0,15.0,,,9.0,50.0,10.0,,M,,DE,,M,,
b124,baby,outerwear,trousers,19.94,white,K,4.0,,,82.0,4.0,4.0,,2.0,,1.0,,,,DE,SUM,L,,
b86,womenswear,accessory,backpack,26.02,grey,W,,,,,3.0,,,2.0,88.0,,2.0,W,,CN,,M,,1.001
b23,clothing,accessory,backpack,46.78,orange,W,,3.0,,,2.0,86.0,,,1.0,3.0,1.0,W,,KR,,XS,,
b66,clothing,undergarments,briefs,3.97,black,K,,,,,1.0,,,,1.0,1.0,95.0,G,,CN,,S,,
b86,womenswear,footwear,socks,0.64,gray,K,1.0,,11.0,,,,,10.0,68.0,,8.0,W,,CN,,XL,,0.022000000000000002
b103,womenswear,sportswear,pants,1.06,amber,W,1.0,,1.0,,,,94.0,,,1.0,,W,,KR,,XXL,,0.03
b95,menswear,costume,coats,74.04,unknown,K,,87.0,,,2.0,,,4.0,,,6.0,M,,CN,WIN,XXL,,
b95,menswear,nightwear,pyjama,34.17,maroon,K,,,2.0,8.0,,,3.0,4.0,1.0,6.0,72.0,M,,KR,,M,,
b64,womenswear,suit,tie,1.31,white,K,,,,8.0,,49.0,,,,,42.0,W,,CN,,XXL,,
b101,menswear,suit,trousers,52.23,unbleached,W,8.0,2.0,8.0,,,2.0,7.0,2.0,8.0,,59.0,M,,CN,AYR,M,,
b16,womenswear,swimwear,swimsuit,3.74,Ivory,K,24.0,,9.0,36.0,,2.0,3.0,,,24.0,,W,,CN,,XL,,0.136
b131,kidswear,suit,jacket,65.55,mosaic,W,1.0,,,,2.0,2.0,,2.0,,,89.0,Y,,HK,,S,,0.8140000000000001
b124,baby,footwear,socks,0.59,mustard,K,,1.0,13.0,8.0,,63.0,,,,13.0,,,,CN,,M,,
b86,baby,thermals,trousers,66.65,navy,W,,,,,,100.0,,,,,,,,CN,WIN,XXL,,
b86,womenswear,home,mat,46.25,violet,W,,,,35.0,,,1.0,,21.0,,41.0,W,,US,,M,,0.858
b66,baby,baby,body,0.4,violet,K,,,,97.0,,,,,,,,,,CN,,S,,0.028999999999999998
b125,home,home,mat,44.26,turquoise,W,7.0,48.0,1.0,,,,,23.0,,2.0,17.0,,,CN,,XS,,1.354
b89,clothing,clothing,hoodie,9.64,Ivory,K,2.0,,3.0,4.0,,1.0,5.0,,76.0,3.0,3.0,U,,TR,,XS,,
b112,clothing,undergarments,brief,2.03,light brown,K,,,,77.0,5.0,4.0,,2.0,,11.0,,Y,,KR,,XXL,,
b124,clothing,nightwear,pyjama,37.68,pink,K,,,14.0,,,14.0,1.0,10.0,42.0,5.0,11.0,W,,KR,,XL,,
b17,womenswear,outerwear,coats,45.05,navy,W,,,,,,,100.0,,,,,W,,CN,SUM,L,,2.0140000000000002
b101,baby,thermals,pants,0.48,green,K,1.0,,2.0,85.0,1.0,3.0,,3.0,,2.0,,,,TR,,S,,0.019
b101,clothing,home,towel,23.14,purple,W,5.0,6.0,,,,,1.0,,81.0,,4.0,K,,CN,,XS,,
b95,menswear,headgear,cap,2.83,lime,K,,,,,6.0,81.0,7.0,,2.0,,2.0,M,,CN,,XL,,0.115
b16,menswear,accessory,backpack,64.48,blue,K,,10.0,10.0,,13.0,8.0,6.0,4.0,,,46.0,M,,US,,XL,,
b112,kidswear,uniform,jacket,26.34,pink,W,,7.0,,6.0,7.0,66.0,,,3.0,1.0,7.0,K,,HK,,L,,
b17,clothing,headgear,scarf,3.05,brown,K,,,,14.0,4.0,,22.0,,52.0,4.0,,K,,BD,MID,XL,,
b16,menswear,uniform,jacket,32.49,green,K,8.0,11.0,3.0,13.0,3.0,7.0,,,8.0,12.0,31.0,M,,CN,,XS,,
b23,menswear,footwear,socks,0.5,gray,K,,,1.0,91.0,1.0,1.0,1.0,,,1.0,,M,,DE,,XXL,,
b131,kidswear,dress,dress,5.09,dark grey,K,,,,,,,,,99.0,,,G,,CN,,XL,,
b131,clothing,home,mat,46.3,metal,W,2.0,2.0,4.0,3.0,4.0,,,4.0,79.0,,,G,,CN,,XS,,
b76,menswear,men-undergarments,boxer-brief,3.11,red,K,,,3.0,13.0,6.0,39.0,15.0,,15.0,5.0,,M,,US,,S,,0.087
b125,kidswear,dress,evening-dress,10.55,pink,K,12.0,,,12.0,,,,13.0,57.0,,4.0,K,,CN,,XXL,,
b131,womenswear,thermals,long-sleeved-top,0.77,light brown,K,,,,98.0,1.0,,,,,,,W,,CN,,M,,
b64,clothing,outerwear,jacket,32.62,light brown,K,1.0,74.0,1.0,9.0,,8.0,,,,5.0,,G,,DE,,XL,,
b76,kidswear,sportswear,jersey,5.65,unknown,K,2.0,,4.0,12.0,12.0,67.0,,,,,,B,,CN,,XS,,
b125,baby,baby,body,0.49,red,K,2.0,1.0,14.0,3.0,12.0,,8.0,4.0,39.0,13.0,,,,CN,,XXL,,
b66,kidswear,beachwear,shorts,9.12,metal,K,8.0,,,23.0,5.0,,52.0,8.0,,2.0,,G,,DE,SUM,XXL,,
b131,kidswear,thermals,long-sleeved-top,1.81,unknown,K,,,,,,,96.0,,,,,K,,TW,,S,,
b124,menswear,home,sheets,18.97,orange,K,,,,98.0,,,,,,,,M,,CN,,L,,1.345
b76,menswear,clothing,coats,75.15,blue,K,,3.0,1.0,2.0,3.0,,,2.0,84.0,,1.0,M,,CN,MID,XS,,2.911
b125,womenswear,women-beachwear,bikin,2.83,wheat,K,,,,3.0,,96.0,,,,,,W,,CN,SUM,M,,
b89,home,home,pillow,4.42,amber,K,,,,73.0,5.0,4.0,,,8.0,6.0,1.0,,,GB,,XL,,
b142,baby,baby,body,0.35,bondi blue,K,,,,1.0,6.0,4.0,,,86.0,,1.0,,,CN,,XL,,
b101,clothing,footwear,socks,1.25,metal,K,,79.0,,4.0,6.0,4.0,2.0,,,,3.0,B,,DE,,S,,0.027999999999999997
b86,baby,baby,body,0.83,blue gray,K,4.0,,,86.0,3.0,2.0,,1.0,1.0,,,,,HK,,XL,,0.034
b76,kidswear,outerwear,gloves,7.64,dark grey,W,,,,26.0,12.0,,32.0,,,29.0,,K,,CN,WIN,XXL,,
b112,home,home,curtain,7.44,black,W,1.0,2.0,1.0,,,1.0,92.0,,,,,,,TR,,S,,0.20800000000000002
b101,menswear,sportswear,coats,95.39,bondi blue,W,17.0,,9.0,3.0,,16.0,48.0,3.0,,2.0,,M,,CN,MID,XL,,
b67,menswear,thermals,skirts,9.64,purple,K,,,,,,,,,97.0,,,M,,PK,,XS,,
b16,kidswear,headgear,knit-cap,4.63,Ivory,K,,2.0,,,,,2.0,,95.0,,,G,,HK,,S,,0.105
b67,womenswear,home,towel,24.65,unknown,W,,11.0,9.0,5.0,,5.0,,5.0,49.0,14.0,,W,,VN,,L,,
b142,clothing,home,towel,36.91,black,W,,,,4.0,,,4.0,,6.0,,84.0,W,,CN,,XS,,
b103,clothing,clothing,skirts,7.64,indigo,K,3.0,,5.0,63.0,,5.0,3.0,7.0,8.0,,2.0,M,,TR,,S,,0.257
b66,menswear,headgear,flat-cap,8.3,aquamarine,K,,,,,,26.0,,,,4.0,69.0,M,,DE,,S,,
b86,womenswear,clothing,jeans,7.31,dark green,W,,,10.0,11.0,14.0,,53.0,,8.0,1.0,,W,,CN,,XL,,0.385
b17,home,home,towel,10.52,teal,K,1.0,2.0,2.0,79.0,,2.0,,3.0,7.0,,,,,CN,,XL,,
b125,womenswear,clothing,overalls,29.25,pink,K,,,,,,24.0,55.0,,20.0,,,W,,MX,WIN,S,,
b125,baby,outerwear,pants,0.71,teal,W,,65.0,,1.0,5.0,9.0,1.0,4.0,,4.0,7.0,,,CN,,M,,0.025
b16,clothing,accessory,backpack,16.81,purple,K,1.0,,24.0,,11.0,59.0,,,3.0,,,M,,CN,,XS,,
b131,baby,footwear,socks,2.31,Ivory,K,,,2.0,3.0,1.0,3.0,,,,,88.0,,,PK,,XXL,,
b76,clothing,nightwear,pyjama,56.66,black,K,,,,,,,,,,,96.0,W,,US,,XS,,
